deal_id,account,pipeline,stage,deal_value,sales_rep,deal_created,deal_closed,deal_activities_done,account_tier,account_province,account_store_type,account_tax_status,account_discount_pct,account_payment_terms,account_activities_done,account_deals_won
181,Account 0096,Active customers,Won customer,81765.0,Rep C,2022-02-09,2022-10-31,2,Potential,Misiones,Art supply store,Simplified regime,28.0,,15.0,3.0
182,,Active customers,Won customer,81786.0,Rep C,2022-03-28,2022-10-31,4,,,,,,,,
183,Account 0090,Orders,Shipped,78181.0,Rep B,2023-03-10,2023-03-14,1,Standard,BA Sur,Workshop,Final consumer,15.0,Upfront,7.0,6.0
184,Account 0063,Orders,Shipped,76443.0,Rep C,2022-04-11,2022-05-06,3,Potential,Chubut,Paint store,VAT registered,22.0,Upfront,16.0,5.0
185,,Active customers,Won customer,79577.0,Rep C,2022-03-10,2022-10-31,10,,,,,,,,
186,Account 0048,Orders,Shipped,78562.0,Rep B,2022-12-06,2022-12-15,2,Key,Entre Rios,Paint store,VAT registered,22.0,,11.0,4.0
187,Account 0084,Orders,Shipped on credit,76116.0,Rep B,2023-01-24,2023-02-15,2,Strategic,Neuquen,Paint store,VAT registered,22.0,,10.0,6.0
188,Account 0097,Orders,Shipped,73265.0,Rep C,2022-03-11,2022-03-18,2,Low,CABA,Art supply store,Simplified regime,15.0,Upfront,12.0,2.0
189,Account 0060,Orders,Shipped,78219.0,Rep B,2023-02-16,2023-02-24,4,Key,BA Sur,Paint store,VAT registered,22.0,Upfront,21.0,8.0
190,Account 0096,Orders,Shipped,74510.0,Rep A,2022-03-09,2022-03-18,0,Potential,Misiones,Art supply store,Simplified regime,28.0,,15.0,3.0
191,Account 0098,Orders,Shipped,79632.0,Rep C,2022-02-17,2022-03-14,1,Potential,San Juan,Other,Simplified regime,15.0,,11.0,4.0
192,Account 0005,Orders,Shipped,74196.0,Rep B,2022-09-27,2022-10-17,4,Potential,Rio Negro,Paint store,VAT registered,22.0,Upfront,8.0,5.0
193,Account 0084,Orders,Shipped on credit,73192.0,Rep A,2021-11-05,2022-02-22,0,Strategic,Neuquen,Paint store,VAT registered,22.0,,10.0,6.0
194,Account 0099,Orders,Shipped,78472.0,Rep C,2022-07-27,2022-08-23,0,Potential,AMBA Sur,Paint store,VAT registered,22.0,,4.0,1.0
195,Account 0036,Orders,Shipped,73237.0,Rep A,2022-03-15,2022-03-18,0,Potential,Cordoba,Paint store,VAT registered,22.0,Upfront,14.0,5.0
196,Account 0074,Orders,Shipped,73278.0,Rep A,2022-04-27,2022-05-10,0,Potential,BA Atlantico,Art supply store,Simplified regime,28.0,,6.0,5.0
197,Account 0024,Orders,Shipped,76429.0,Rep A,2022-09-02,2022-09-19,0,Strategic,CABA,Paint store,VAT registered,28.0,Upfront,13.0,33.0
198,Account 0100,Orders,Shipped,78474.0,Rep C,2023-03-09,2023-03-15,0,Potential,BA Este,Paint store,VAT registered,22.0,,2.0,1.0
199,Account 0045,Orders,Shipped,73293.0,Rep C,2022-02-04,2022-05-11,1,Potential,AMBA Norte,Paint store,VAT registered,22.0,,14.0,3.0
200,Account 0024,Orders,Shipped,73914.0,Rep A,2022-07-11,2022-07-27,0,Strategic,CABA,Paint store,VAT registered,28.0,Upfront,13.0,33.0
201,Account 0101,Orders,Shipped,77332.0,Rep A,2022-03-11,2022-03-18,0,Key,Salta,Paint store,VAT registered,22.0,Upfront,16.0,2.0
202,Account 0077,Orders,Shipped,78778.0,Rep A,2022-10-18,2022-10-28,2,Standard,AMBA Norte,Other,Simplified regime,22.0,,6.0,3.0
203,Account 0102,Orders,Shipped,75175.0,Rep C,2022-02-07,2022-03-18,1,Potential,BA Norte,Art supply store,Simplified regime,15.0,Upfront,7.0,3.0
204,Account 0103,Orders,Shipped,72368.0,Rep A,2022-12-14,2022-12-21,0,Standard,BA Norte,Art supply store,Simplified regime,28.0,Upfront,7.0,8.0
205,,Active customers,Won customer,71383.0,Rep C,2021-12-22,2022-10-31,5,,,,,,,,
206,,Active customers,Won customer,73002.0,Rep C,2022-01-25,2022-10-31,6,,,,,,,,
207,,Active customers,Won customer,72268.0,Rep C,2022-01-26,2022-10-31,21,,,,,,,,
208,Account 0104,Orders,Shipped,76326.0,Rep A,2022-03-15,2022-03-31,0,Churned,AMBA Norte,Other,VAT registered,22.0,Upfront,7.0,5.0
209,Account 0105,Orders,Shipped,72065.0,Rep C,2022-04-21,2022-05-11,0,Key,Catamarca,Art supply store,VAT registered,22.0,Upfront,13.0,4.0
210,Account 0106,Orders,Shipped on credit,74897.0,Rep A,2022-10-21,2022-12-12,2,Strategic,AMBA Norte,Other,VAT registered,28.0,,11.0,6.0
211,Account 0080,Orders,Shipped on credit,76248.0,Rep A,2022-04-29,2022-05-23,1,Key,Chubut,Art supply store,VAT registered,7.0,Upfront,9.0,2.0
212,Account 0107,Orders,Shipped,75165.0,Rep A,2022-07-25,2022-08-08,1,Standard,AMBA Norte,Paint store,Simplified regime,15.0,Upfront,12.0,5.0
213,Account 0108,Orders,Shipped,72289.0,Rep A,2022-08-02,2022-08-17,0,Low,AMBA Norte,Art supply store,VAT registered,7.0,,7.0,1.0
214,Account 0109,Orders,Shipped,76783.0,Rep A,2023-01-16,2023-01-26,2,Potential,CABA,Art supply store,VAT registered,28.0,Upfront,12.0,6.0
215,Account 0027,Orders,Shipped,76039.0,Rep A,2022-01-13,2022-02-01,0,Potential,AMBA Sur,Workshop,Simplified regime,22.0,Upfront,12.0,17.0
216,Account 0074,Orders,Shipped,76087.0,Rep A,2022-06-14,2022-07-07,0,Potential,BA Atlantico,Art supply store,Simplified regime,28.0,,6.0,5.0
217,Account 0110,Orders,Shipped,71507.0,Rep A,2021-12-14,2022-01-11,0,Potential,Corrientes,Art supply store,VAT registered,15.0,,12.0,2.0
218,Account 0027,Orders,Shipped,71419.0,Rep A,2022-02-14,2022-02-22,0,Potential,AMBA Sur,Workshop,Simplified regime,22.0,Upfront,12.0,17.0
219,Account 0010,Orders,Shipped on credit,77171.0,Rep A,2021-12-14,2022-05-11,0,Strategic,CABA,Art supply store,VAT registered,22.0,Open account,13.0,10.0
220,Account 0086,Orders,Shipped on credit,73053.0,Rep A,2023-02-09,2023-03-17,4,Standard,CABA,Workshop,Simplified regime,22.0,Open account,21.0,12.0
221,Account 0111,Orders,Shipped on credit,72110.0,Rep A,2022-04-27,2022-05-19,1,Potential,CABA,Art supply store,VAT registered,22.0,,11.0,2.0
222,Account 0112,Orders,Shipped on credit,73460.0,Rep A,2022-09-23,2023-03-30,3,Low,Cordoba,Paint store,VAT registered,,,3.0,1.0
223,Account 0113,Orders,Shipped,74626.0,Rep A,2023-02-28,2023-03-16,5,Potential,CABA,Paint store,VAT registered,22.0,,19.0,6.0
224,Account 0016,Orders,Shipped,76758.0,Rep A,2021-10-28,2022-02-22,0,Potential,AMBA Sur,Paint store,VAT registered,15.0,Upfront,11.0,5.0
225,Account 0105,Orders,Shipped,71809.0,Rep A,2023-03-09,2023-03-14,11,Key,Catamarca,Art supply store,VAT registered,22.0,Upfront,13.0,4.0
226,Account 0082,Orders,Shipped,76337.0,Rep C,2022-03-15,2022-05-02,3,Potential,AMBA Sur,Art supply store,VAT registered,22.0,Upfront,16.0,6.0
227,,Active customers,Won customer,69722.0,Rep C,2022-01-31,2022-10-31,3,,,,,,,,
228,,Active customers,Won customer,73604.0,Rep C,2022-04-12,2022-09-09,15,,,,,,,,
229,,Active customers,Won customer,74181.0,Rep C,2022-04-22,2022-10-31,10,,,,,,,,
230,,Reseller onboarding,Onboarding,70315.0,Rep C,2022-09-21,2022-10-20,12,,,,,,,,
231,Account 0113,Orders,Shipped,68432.0,Rep A,2022-10-28,2022-11-18,8,Potential,CABA,Paint store,VAT registered,22.0,,19.0,6.0
232,,Active customers,Won customer,70188.0,Rep C,2022-07-28,2022-09-02,4,,,,,,,,
233,Account 0005,Orders,Shipped,73768.0,Rep A,2021-12-28,2022-01-12,0,Potential,Rio Negro,Paint store,VAT registered,22.0,Upfront,8.0,5.0
234,,Orders,Shipped,71151.0,Rep A,2022-01-21,2022-02-10,0,,,,,,,,
235,Account 0114,Orders,Shipped,73487.0,Rep B,2022-12-20,2022-12-21,3,Potential,BA Atlantico,Paint store,VAT registered,28.0,,10.0,5.0
236,,Active customers,Won customer,72285.0,Rep C,2021-11-11,2022-10-31,7,,,,,,,,
237,Account 0029,Orders,Shipped on credit,69921.0,Rep A,2022-06-29,2022-07-14,1,Strategic,CABA,Art supply store,VAT registered,28.0,Open account,16.0,18.0
238,Account 0115,Orders,Shipped,71959.0,Rep C,2022-05-16,2022-05-27,1,Standard,Santa Fe,Paint store,VAT registered,22.0,,6.0,1.0
239,Account 0116,Orders,Shipped,66581.0,Rep A,2021-12-01,2022-01-10,0,Churned,CABA,Art supply store,VAT registered,22.0,,6.0,1.0
240,Account 0040,Orders,Shipped on credit,67005.0,Rep A,2022-11-28,2023-01-05,8,Strategic,Santiago del Estero,Paint store,VAT registered,22.0,,18.0,7.0
241,Account 0117,Orders,Shipped,71781.0,Rep A,2022-05-09,2022-05-13,0,Potential,Chaco,Other,VAT registered,22.0,Upfront,10.0,6.0
242,Account 0118,Orders,Shipped,71098.0,Rep B,2023-02-02,2023-02-06,0,Potential,Cordoba,Art supply store,Simplified regime,22.0,,12.0,6.0
243,,Active customers,Won customer,67087.0,Rep C,2022-04-29,2022-10-31,2,,,,,,,,
244,Account 0119,Orders,Shipped,69044.0,Rep A,2021-11-17,2022-02-15,0,Potential,Chubut,Art supply store,Simplified regime,15.0,Upfront,17.0,7.0
245,Account 0113,Orders,Shipped,69559.0,Rep A,2022-01-19,2022-02-01,0,Potential,CABA,Paint store,VAT registered,22.0,,19.0,6.0
246,Account 0024,Orders,Shipped,70906.0,Rep A,2022-10-19,2022-10-24,0,Strategic,CABA,Paint store,VAT registered,28.0,Upfront,13.0,33.0
247,Account 0063,Orders,Shipped,68987.0,Rep A,2022-01-12,2022-01-12,0,Potential,Chubut,Paint store,VAT registered,22.0,Upfront,16.0,5.0
248,Account 0120,Orders,Shipped,67686.0,Rep A,2022-02-02,2022-02-10,0,Standard,CABA,Other,VAT registered,15.0,30 days,10.0,2.0
249,Account 0028,Orders,Shipped on credit,67292.0,Rep C,2022-01-28,2022-05-11,1,Strategic,Cordoba,Art supply store,VAT registered,22.0,Open account,6.0,6.0
250,Account 0006,Orders,Shipped on credit,67561.0,Rep B,2022-12-05,2023-02-06,1,Strategic,AMBA Sur,Art supply store,VAT registered,22.0,,9.0,5.0
251,Account 0121,Orders,Shipped,68676.0,Rep A,2022-01-27,2022-02-04,0,Standard,AMBA Sur,Workshop,VAT registered,7.0,,6.0,2.0
252,Account 0024,Orders,Shipped,70114.0,Rep A,2022-01-31,2022-02-10,0,Strategic,CABA,Paint store,VAT registered,28.0,Upfront,13.0,33.0
253,Account 0044,Orders,Shipped on credit,67255.0,Rep A,2023-02-07,2023-03-13,3,Potential,CABA,Art supply store,VAT registered,22.0,30 days,16.0,16.0
254,Account 0032,Orders,Shipped,65799.0,Rep A,2022-07-29,2022-08-17,0,Potential,BA Centro,Paint store,VAT registered,28.0,30 days,6.0,2.0
255,Account 0119,Orders,Shipped,65709.0,Rep A,2022-12-29,2023-01-05,2,Potential,Chubut,Art supply store,Simplified regime,15.0,Upfront,17.0,7.0
256,Account 0048,Orders,Shipped,69122.0,Rep A,2021-11-05,2021-11-05,0,Key,Entre Rios,Paint store,VAT registered,22.0,,11.0,4.0
257,Account 0064,Orders,Shipped,69550.0,Rep A,2021-11-04,2021-11-12,0,Potential,Cordoba,Paint store,VAT registered,22.0,,8.0,3.0
258,Account 0122,Orders,Shipped,64709.0,Rep A,2022-08-30,2022-10-03,3,Standard,AMBA Norte,Art supply store,VAT registered,22.0,Upfront,17.0,10.0
259,Account 0123,Orders,Shipped,64262.0,Rep A,2022-01-28,2022-02-04,0,Standard,Cordoba,Paint store,VAT registered,15.0,,10.0,2.0
260,Account 0124,Orders,Shipped,67786.0,Rep A,2022-12-13,2022-12-15,0,Standard,San Juan,Other,Simplified regime,15.0,,2.0,2.0
261,,Active customers,Won customer,64726.0,Rep C,2021-11-02,2022-10-31,1,,,,,,,,
262,,Active customers,Won customer,69278.0,Rep C,2022-06-27,2022-10-31,9,,,,,,,,
263,Account 0020,Orders,Shipped on credit,65689.0,Rep A,2022-08-11,2022-11-03,3,Key,Santa Fe,Other,VAT registered,22.0,30 days,11.0,2.0
264,Account 0023,Orders,Shipped,64357.0,Rep A,2022-11-03,2022-11-07,8,Key,Santa Fe,Art supply store,VAT registered,22.0,Upfront,16.0,4.0
265,Account 0125,Orders,Shipped,69494.0,Rep A,2022-02-18,2022-03-10,0,Churned,AMBA Norte,Other,Simplified regime,,Upfront,12.0,2.0
266,Account 0048,Orders,Shipped,64407.0,Rep A,2022-07-01,2022-08-09,4,Key,Entre Rios,Paint store,VAT registered,22.0,,11.0,4.0
267,Account 0126,Orders,Shipped,65185.0,Rep A,2022-05-19,2022-05-27,0,Standard,CABA,Workshop,VAT registered,22.0,,11.0,5.0
268,Account 0024,Orders,Shipped,64141.0,Rep A,2022-07-22,2022-08-08,0,Strategic,CABA,Paint store,VAT registered,28.0,Upfront,13.0,33.0
269,Account 0127,Orders,Backorder,63634.0,Rep A,2022-03-14,2022-08-29,0,Potential,CABA,Art supply store,VAT registered,28.0,Upfront,21.0,3.0
270,Account 0113,Orders,Shipped,62534.0,Rep A,2022-08-17,2022-09-23,0,Potential,CABA,Paint store,VAT registered,22.0,,19.0,6.0
271,Account 0128,Orders,Shipped,62180.0,Rep A,2021-12-22,2022-01-12,0,Churned,,Paint store,VAT registered,22.0,,4.0,1.0
272,Account 0129,Orders,Shipped,62949.0,Rep C,2023-03-08,2023-03-09,0,Potential,BA Norte,Art supply store,Simplified regime,15.0,,2.0,1.0
273,Account 0041,Orders,Shipped on credit,62149.0,Rep C,2022-08-18,2022-10-05,2,Key,Cordoba,Art supply store,Simplified regime,22.0,30 days,10.0,11.0
274,Account 0084,Orders,Shipped on credit,65648.0,Rep A,2022-11-22,2022-12-15,2,Strategic,Neuquen,Paint store,VAT registered,22.0,,10.0,6.0
275,Account 0130,Orders,Shipped,66004.0,Rep C,2023-02-13,2023-02-15,0,Potential,Corrientes,Art supply store,Simplified regime,22.0,,7.0,2.0
276,Account 0036,Orders,Shipped,63824.0,Rep A,2021-12-06,2022-01-10,0,Potential,Cordoba,Paint store,VAT registered,22.0,Upfront,14.0,5.0
277,Account 0024,Orders,Shipped,63332.0,Rep A,2022-09-30,2022-10-12,0,Strategic,CABA,Paint store,VAT registered,28.0,Upfront,13.0,33.0
278,Account 0017,Orders,Shipped,64303.0,Rep A,2022-01-31,2022-02-10,0,Churned,Mendoza,Distributor,VAT registered,22.0,Upfront,5.0,6.0
279,Account 0113,Orders,Shipped,66463.0,Rep C,2022-05-19,2022-07-11,4,Potential,CABA,Paint store,VAT registered,22.0,,19.0,6.0
280,,Active customers,Won customer,66299.0,Rep C,2022-07-16,2022-09-02,6,,,,,,,,
281,Account 0131,Orders,Shipped on credit,60975.0,Rep A,2021-10-21,2021-12-09,0,Standard,AMBA Sur,Other,Simplified regime,15.0,Upfront,11.0,3.0
282,Account 0031,Orders,Shipped,61621.0,Rep C,2023-03-15,2023-03-17,0,Potential,Rio Negro,Art supply store,VAT registered,22.0,,4.0,2.0
283,Account 0076,Orders,Shipped,61830.0,Rep B,2022-12-30,2023-01-05,5,Potential,Cordoba,Art supply store,Simplified regime,28.0,Upfront,15.0,4.0
284,Account 0113,Orders,Shipped,61855.0,Rep A,2022-12-05,2022-12-13,1,Potential,CABA,Paint store,VAT registered,22.0,,19.0,6.0
285,Account 0069,Orders,Shipped,63888.0,Rep A,2022-01-04,2022-01-12,0,Strategic,Santa Cruz,Other,VAT registered,15.0,,17.0,4.0
286,Account 0132,Orders,Shipped on credit,62562.0,Rep A,2022-04-26,2022-05-26,1,Potential,Tucuman,Art supply store,Final consumer,28.0,,30.0,9.0
287,Account 0061,Orders,Shipped,60104.0,Rep A,2022-10-17,2022-11-01,10,Key,AMBA Norte,Paint store,VAT registered,22.0,,13.0,3.0
288,Account 0051,Orders,Shipped,62135.0,Rep A,2021-12-20,2022-01-12,0,Potential,BA Atlantico,Paint store,VAT registered,22.0,,10.0,2.0
289,Account 0133,Orders,Shipped,63020.0,Rep A,2022-05-23,2022-05-27,0,Potential,AMBA Sur,Art supply store,Simplified regime,22.0,Upfront,10.0,5.0
290,Account 0134,Orders,Shipped,60365.0,Rep A,2022-12-23,2023-01-02,7,Churned,CABA,Art supply store,VAT registered,7.0,,11.0,3.0
291,Account 0135,Orders,Shipped,64795.0,Rep A,2022-11-24,2022-11-25,7,Potential,AMBA Norte,Paint store,VAT registered,22.0,,10.0,3.0
292,Account 0136,Orders,Shipped,59746.0,Rep C,2023-04-17,2023-04-18,0,Standard,Santa Fe,Other,Simplified regime,15.0,,1.0,1.0
293,Account 0098,Orders,Shipped,65163.0,Rep A,2022-07-29,2022-08-17,5,Potential,San Juan,Other,Simplified regime,15.0,,11.0,4.0
294,Account 0029,Orders,Shipped on credit,59960.0,Rep A,2022-12-01,2022-12-14,0,Strategic,CABA,Art supply store,VAT registered,28.0,Open account,16.0,18.0
295,,Reseller onboarding,Onboarding,64358.0,Rep C,2023-03-27,2023-04-12,3,,,,,,,,
296,Account 0029,Orders,Shipped on credit,64464.0,Rep A,2023-04-12,2023-04-17,3,Strategic,CABA,Art supply store,VAT registered,28.0,Open account,16.0,18.0
297,Account 0137,Orders,Shipped,64839.0,Rep B,2023-01-09,2023-01-13,0,Standard,Cordoba,Art supply store,Simplified regime,15.0,Upfront,1.0,1.0
298,Account 0041,Orders,Shipped,63721.0,Rep B,2022-10-12,2022-10-17,1,Key,Cordoba,Art supply store,Simplified regime,22.0,30 days,10.0,11.0
299,Account 0138,Orders,Shipped,63482.0,Rep B,2023-02-28,2023-03-07,3,Key,Rio Negro,Art supply store,Simplified regime,22.0,Upfront,13.0,10.0
300,Account 0069,Orders,Shipped,62508.0,Rep A,2022-06-13,2022-07-07,2,Strategic,Santa Cruz,Other,VAT registered,15.0,,17.0,4.0
301,Account 0041,Orders,Shipped on credit,63305.0,Rep A,2022-12-20,2022-12-21,0,Key,Cordoba,Art supply store,Simplified regime,22.0,30 days,10.0,11.0
302,,Active customers,Won customer,58771.0,Rep C,2022-05-11,2022-10-14,19,,,,,,,,
303,,Social media lead form,Onboarding,61220.0,Rep C,2022-09-26,2022-12-12,25,,,,,,,,
304,,Social media lead form,Onboarding,61087.0,Rep C,2022-11-09,2022-11-24,7,,,,,,,,
305,,Social media lead form,Onboarding,63181.0,Rep C,2022-11-09,2022-11-29,6,,,,,,,,
306,,Social media lead form,Onboarding,60773.0,Rep C,2022-12-19,2023-02-14,13,,,,,,,,
307,Account 0029,Orders,Shipped,60251.0,Rep A,2022-10-12,2022-10-17,1,Strategic,CABA,Art supply store,VAT registered,28.0,Open account,16.0,18.0
308,Account 0053,Orders,Shipped,61794.0,Rep A,2022-01-19,2022-03-18,0,Potential,Neuquen,Art supply store,VAT registered,22.0,Upfront,13.0,4.0
309,Account 0063,Orders,Shipped,58763.0,Rep A,2022-08-09,2022-08-17,7,Potential,Chubut,Paint store,VAT registered,22.0,Upfront,16.0,5.0
310,Account 0029,Orders,Shipped on credit,57762.0,Rep A,2022-01-21,2022-05-11,0,Strategic,CABA,Art supply store,VAT registered,28.0,Open account,16.0,18.0
311,Account 0139,Orders,Shipped,59521.0,Rep A,2022-07-19,2022-07-27,0,Standard,Chubut,Other,Simplified regime,15.0,,4.0,3.0
312,Account 0140,Orders,Shipped,58591.0,Rep A,2021-11-17,2022-02-15,0,Churned,AMBA Norte,Paint store,VAT registered,15.0,Upfront,5.0,3.0
313,Account 0122,Orders,Shipped on credit,57481.0,Rep A,2023-03-13,2023-03-17,8,Standard,AMBA Norte,Art supply store,VAT registered,22.0,Upfront,17.0,10.0
314,Account 0141,Orders,Shipped,57915.0,Rep A,2022-07-28,2022-08-17,0,Potential,Cordoba,Workshop,Simplified regime,7.0,,3.0,1.0
315,Account 0142,Orders,Shipped,57717.0,Rep C,2022-05-19,2022-07-11,1,Key,Tucuman,Art supply store,Simplified regime,15.0,,12.0,2.0
316,Account 0103,Orders,Shipped,57478.0,Rep B,2023-03-29,2023-04-04,2,Standard,BA Norte,Art supply store,Simplified regime,28.0,Upfront,7.0,8.0
317,Account 0060,Orders,Shipped,57710.0,Rep A,2022-07-26,2022-08-17,3,Key,BA Sur,Paint store,VAT registered,22.0,Upfront,21.0,8.0
318,Account 0114,Orders,Shipped,59379.0,Rep A,2021-11-12,2022-01-12,0,Potential,BA Atlantico,Paint store,VAT registered,28.0,,10.0,5.0
319,Account 0041,Orders,Shipped,57078.0,Rep A,2022-02-14,2022-03-07,0,Key,Cordoba,Art supply store,Simplified regime,22.0,30 days,10.0,11.0
320,Account 0029,Orders,Shipped on credit,60798.0,Rep A,2023-02-06,2023-03-20,1,Strategic,CABA,Art supply store,VAT registered,28.0,Open account,16.0,18.0
321,Account 0143,Orders,Shipped,60586.0,Rep A,2022-12-27,2022-12-29,0,Potential,BA Este,Paint store,VAT registered,15.0,,5.0,2.0
322,,Active customers,Won customer,58018.0,Rep C,2021-06-28,2022-10-31,0,,,,,,,,
323,Account 0017,Orders,Shipped,57123.0,Rep A,2022-02-23,2022-03-18,0,Churned,Mendoza,Distributor,VAT registered,22.0,Upfront,5.0,6.0
324,,Reseller onboarding,Onboarding,58155.0,Rep C,2021-09-09,2022-11-14,9,,,,,,,,
325,Account 0144,Orders,Shipped,58878.0,Rep B,2023-01-13,2023-01-17,1,Standard,BA Atlantico,Art supply store,VAT registered,15.0,Upfront,8.0,4.0
326,Account 0145,Orders,Shipped,57655.0,Rep B,2022-09-21,2022-10-12,3,Standard,Rio Negro,Art supply store,VAT registered,28.0,,6.0,3.0
327,Account 0027,Orders,Shipped,58481.0,Rep A,2021-10-21,2021-10-29,0,Potential,AMBA Sur,Workshop,Simplified regime,22.0,Upfront,12.0,17.0
328,Account 0146,Orders,Shipped,56897.0,Rep B,2022-09-15,2022-10-03,3,Standard,AMBA Norte,Art supply store,VAT registered,15.0,Upfront,10.0,5.0
329,Account 0027,Orders,Shipped,57371.0,Rep A,2022-06-30,2022-07-11,0,Potential,AMBA Sur,Workshop,Simplified regime,22.0,Upfront,12.0,17.0
330,Account 0130,Orders,Shipped,55306.0,Rep A,2022-11-24,2022-11-29,0,Potential,Corrientes,Art supply store,Simplified regime,22.0,,7.0,2.0
331,Account 0147,Orders,Shipped,57827.0,Rep A,2022-12-13,2022-12-21,0,Standard,BA Sur,Art supply store,Simplified regime,22.0,Upfront,13.0,7.0
332,Account 0027,Orders,Shipped,54804.0,Rep A,2022-05-31,2022-06-06,0,Potential,AMBA Sur,Workshop,Simplified regime,22.0,Upfront,12.0,17.0
333,Account 0148,Orders,Shipped,57141.0,Rep C,2023-03-10,2023-03-15,0,Standard,Santa Fe,Workshop,Simplified regime,15.0,,1.0,1.0
334,Account 0149,Orders,Shipped,57790.0,Rep C,2022-07-25,2022-08-17,3,Standard,Santa Fe,Paint store,VAT registered,22.0,,9.0,1.0
335,Account 0107,Orders,Shipped,53169.0,Rep A,2023-01-27,2023-02-06,7,Standard,AMBA Norte,Paint store,Simplified regime,15.0,Upfront,12.0,5.0
336,Account 0105,Orders,Shipped,55722.0,Rep A,2021-10-29,2021-11-02,0,Key,Catamarca,Art supply store,VAT registered,22.0,Upfront,13.0,4.0
337,,Reseller onboarding,Onboarding,52677.0,Rep C,2023-02-03,2023-03-10,6,,,,,,,,
338,Account 0082,Orders,Shipped,55936.0,Rep A,2022-06-28,2022-07-18,5,Potential,AMBA Sur,Art supply store,VAT registered,22.0,Upfront,16.0,6.0
339,Account 0150,Orders,Shipped,52414.0,Rep A,2023-02-24,2023-03-07,4,Churned,AMBA Norte,Art supply store,VAT registered,22.0,,9.0,2.0
340,Account 0021,Orders,Shipped,57025.0,Rep A,2021-12-01,2022-01-12,0,Strategic,AMBA Norte,Paint store,VAT registered,22.0,,16.0,6.0
341,Account 0087,Orders,Shipped,52166.0,Rep A,2022-07-26,2022-08-17,0,Standard,AMBA Norte,Workshop,Simplified regime,22.0,Upfront,11.0,14.0
342,Account 0151,Orders,Shipped,56495.0,Rep B,2023-03-20,2023-03-21,5,Standard,Rio Negro,Workshop,Final consumer,7.0,Upfront,7.0,5.0
343,Account 0152,Orders,Shipped,55374.0,Rep A,2022-03-25,2022-05-02,0,Standard,CABA,Workshop,VAT registered,7.0,Upfront,7.0,3.0
344,Account 0024,Orders,Shipped,53887.0,Rep A,2022-09-08,2022-09-19,0,Strategic,CABA,Paint store,VAT registered,28.0,Upfront,13.0,33.0
345,Account 0153,Orders,Shipped,54819.0,Rep A,2022-12-12,2022-12-21,3,Standard,AMBA Norte,Art supply store,VAT registered,28.0,Upfront,7.0,4.0
